residence	sex	username	user_id	address	birthdate	race	job	name	current_location	mail
	M	moralesbecky	452	"USS James
FPO AA 57766"	1964-04-16	black	Surveyor, insurance	Andrew Baker	(Decimal('10.779351'), Decimal('84.219856'))	zpope@gmail.com
	F	limaisabelly	1241	"Feira Almeida
Vila Boa Vista
39776-061 da Conceição de Porto / PI"			Jardineiro	Dra. Isabelly Cunha	(Decimal('19.441204'), Decimal('124.900626'))	nicole78@ig.com.br
	F	gwatanabe	264	香川県小金井市丸の内ＪＰタワー11丁目9番17号 パーク藤金872	1983-10-11		司法書士	伊藤 明美	(Decimal('3.8222965'), Decimal('-68.761810'))	yumiko27@gmail.com
"8434 Smith Locks
Lauramouth, MO 84117"	F	hoganjudy	1336	"91769 Barry Freeway Apt. 320
New Sandraville, NM 38395"			IT trainer	Allison Marshall	(Decimal('-11.746956'), Decimal('102.350585'))	fkhan@hotmail.com
		johnreyes	1679	"62729 Tiffany Courts
North Logan, AZ 44936"			Forensic scientist	Margaret Thomas	(Decimal('45.279393'), Decimal('-91.659672'))	dfrazier@gmail.com
	F	mathischristie	2486			unspecified	Herpetologist	Joann Newman	(Decimal('74.320526'), Decimal('47.290463'))	kcooper@yahoo.com
"Mazancova 5
184 39 Klecany"	F	knovakova	2177		1965-09-25			Kristina Krejčová	(Decimal('-10.7696035'), Decimal('24.553971'))	qcermakova@post.cz
		abinner	1177	"Silvio-Butte-Gasse 351
67609 Sömmerda"		asian	Schornsteinfeger	Burghard Lübs	(Decimal('44.065082'), Decimal('-97.189365'))	hartungklemens@aol.de
		psuzuki	2354	東京都世田谷区竜泉10丁目26番20号 ハイツ氏家994		indian	測量士	後藤 治	(Decimal('85.0023865'), Decimal('118.038923'))	ksato@gmail.com
"Colônia de Rocha, 58
Lagoinha
10153640 Alves / AC"		cda-luz	317	"Fazenda Freitas
Jardinópolis
00235-899 Costela / GO"	1988-06-07	white		Luiz Miguel Santos	(Decimal('20.623338'), Decimal('-56.086626'))	davi-lucas93@gmail.com
		isaito	478	北海道四街道市横林11丁目11番18号 長間コーポ969	2012-08-05			高橋 聡太郎	(Decimal('30.248317'), Decimal('11.986884'))	yuimatsuda@hotmail.com
島根県府中市手岡23丁目16番1号 クレスト猿楽町721	F	junfujita	766	山梨県横浜市南区蔵前31丁目15番7号	1956-11-02	white		中川 美加子	(Decimal('-77.1706105'), Decimal('13.568661'))	taroabe@hotmail.com
	F	dcerny	975	"K Betáni 675
462 80 Vratimov"		unspecified	Financial controller	Andrea Kratochvílová	(Decimal('38.0961635'), Decimal('-159.011696'))	barbora86@email.cz
"U Dálnice 3
449 36 Rovensko pod Troskami"	M	hkucerova	1518	"K Matěji 28
183 38 Hostinné"	1970-04-16	unspecified		Alexandr Doležal	(Decimal('-73.4070515'), Decimal('-22.614424'))	jvesela@volny.cz
		yosukekato	2126	広島県武蔵野市渡辺34丁目16番13号 独鈷沢パレス238	1970-11-11	black		小林 翼	(Decimal('-9.8032365'), Decimal('-176.173897'))	esaito@yahoo.com
	M	karl-peter58	334					Arnulf Mälzer	(Decimal('-49.226539'), Decimal('-151.034786'))	junkhans-d@hotmail.de
		emanuella06	240	"Campo de Pereira, 15
São Lucas
62814174 Azevedo da Praia / SE"	1987-10-11		Lutador de taekwondo	Pietra Correia	(Decimal('-76.4565355'), Decimal('-110.916305'))	bporto@ig.com.br
	M	gagginiignazio	1944	"Strada Severino, 641 Piano 9
73056, Taurisano (LE)"	1925-05-17	indian		Matteo Pisano	(Decimal('24.164251'), Decimal('-145.566038'))	stefania78@live.com
		fernando25	1999	"Estrada de Correia, 66
Padre Eustáquio
58762-279 Nascimento / PB"	2014-01-29		Maquinista	Sra. Luiza Jesus	(Decimal('-17.608260'), Decimal('-26.271661'))	uaraujo@ig.com.br
		alidasalz	2307	"Conny-Hein-Straße 46
33171 Hildesheim"			Erzieher	Jens Dehmel	(Decimal('-49.923084'), Decimal('156.662371'))	domenico29@web.de
		gmullins	963	"PSC 7231, Box 7904
APO AP 61855"		indian		Joseph Allen	(Decimal('29.5961195'), Decimal('109.350250'))	johnsonsandra@hotmail.com
"115 Frazier Port
Pattersonland, WV 69033"	F	carla90	547	"59570 Jared Field Suite 383
Lake Angelaburgh, AS 72794"	1940-01-17		Tax inspector	Sarah Potts	(Decimal('16.8879095'), Decimal('145.238955'))	vjones@hotmail.com
"Poslední 32
636 81 Rožmberk nad Vltavou"	M	michalkadlec	509	"Lednická 786
395 05 Sezemice"	1932-04-21		Education officer, environmental	Radovan Černý	(Decimal('-17.250611'), Decimal('-13.889813'))	stastnanatalie@seznam.cz
		whenson	524	"0185 Richard Wall Suite 619
Patrickhaven, ME 58344"	2000-03-18	unspecified	Mudlogger	Steven Nichols	(Decimal('54.1710495'), Decimal('53.634409'))	olsonangela@gmail.com
京都府長生郡長南町百村26丁目1番6号 コーポ上高野688		taichi09	454		1910-01-16			高橋 学	(Decimal('24.086851'), Decimal('-65.620531'))	fukudamikako@yahoo.com
"Chládkova 5
275 85 Řevnice"		robert84	649	"Mezi Sklady 3
322 48 Krásná Lípa"			Site engineer	Miloslav Kučera	(Decimal('-23.695137'), Decimal('-34.825885'))	svackova@post.cz
	F	mrodriguez	833	"81133 Kevin Forges Apt. 503
West Carlosborough, DE 69156"			Development worker, community	Elizabeth Howard	(Decimal('-83.5592465'), Decimal('-61.813291'))	millerjocelyn@gmail.com
	M	eloah25	1140	"Estrada de Ferreira
Gutierrez
19384-245 Santos Grande / AM"	1931-05-29	white		Gustavo Henrique Duarte	(Decimal('14.5697905'), Decimal('127.246253'))	sarah52@uol.com.br
	M	efanucci	477	"Rotonda Maglio, 30
84025, Santa Cecilia Di Eboli (SA)"				Virgilio Gioberti	(Decimal('-73.5380425'), Decimal('74.288216'))	almagiasandra@tele2.it
		horakvilem	2433	"Augustova 184
731 18 Přerov"	1916-04-28	indian	Government social research officer	Vlastimil Kříž		milosfiala@chello.cz
"Poslední 94
467 02 Chomutov"		whorakova	1310			white	Social research officer, government	Květoslava Kopecká	(Decimal('-68.6434835'), Decimal('59.725090'))	antoninfiala@email.cz
"627 Crystal Union Suite 226
Markfort, PA 48458"		georgestevenson	1915		1996-04-25			Jon May	(Decimal('-31.478494'), Decimal('-152.443409'))	vjohnson@hotmail.com
	F	fujiinaoto	253	広島県港区美原町39丁目9番5号				松本 香織	(Decimal('81.430710'), Decimal('-67.929345'))	suzukimituru@gmail.com
"Hertrampfgasse 4/5
63029 Freital"		inken23	924		1958-07-08	black		Hanns Wähner	(Decimal('80.118806'), Decimal('95.728895'))	nsauer@yahoo.de
"Jilmová 628
278 40 Plzeň"	F	ksvoboda	1967	"Anny Drabíkové 904
560 49 Verneřice"	1953-07-13			Anna Poláková	(Decimal('-86.460505'), Decimal('149.506570'))	masekvladislav@post.cz
	M	gcannon	26	"28474 Randall Via Apt. 463
New Joestad, DC 74300"	1928-05-27	black		Wesley Bryant	(Decimal('72.338061'), Decimal('-150.444263'))	psmith@yahoo.com
	M	ujuncken	2165	"Gießstr. 837
35300 Grevesmühlen"	1916-08-11			Univ.Prof. Pero Haering	(Decimal('12.2079535'), Decimal('68.516753'))	arust@googlemail.com
島根県中野区権現堂41丁目7番1号 パレス土呂部802	M	yamaguchichiyo	150	長野県鎌ケ谷市南赤田13丁目3番16号 ハイツ皇居外苑609		white		藤原 太郎	(Decimal('88.374476'), Decimal('-136.754701'))	minoru75@yahoo.com
		maskovalibuse	1969	"Jiřinková 5
378 51 Bor"			Chief Operating Officer	Antonín Doležal	(Decimal('72.8260965'), Decimal('158.116128'))	masekivan@centrum.cz
		scheuermannbernfried	2321	"Ottomar-Kramer-Straße 43
46616 Stadtroda"			Asphaltbauer	Anneliese Roht	(Decimal('2.257246'), Decimal('-59.887791'))	vladoschmiedecke@web.de
		jessicaadams	2351	"717 John Station
Reneechester, MH 38237"	2019-02-10		Education administrator	Christopher Henderson	(Decimal('-13.6702045'), Decimal('157.059389'))	riverajonathan@hotmail.com
広島県台東区芝大門3丁目4番1号		maayasato	276	石川県八街市虎ノ門虎ノ門ヒルズ森タワー13丁目13番17号	1915-08-04			山下 和也	(Decimal('-50.293761'), Decimal('-123.289455'))	kazuya47@gmail.com
		cardosonicolas	1368	"Recanto Sofia da Mata
Vila Jardim Leblon
27229059 da Rosa / ES"	2003-04-08	black		Thomas Correia	(Decimal('-76.6050925'), Decimal('137.653579'))	enzo-gabrielcostela@hotmail.com
"Loteamento Mendes, 87
Vila Dos Anjos
78042805 Silva da Praia / SE"	F	oazevedo	2080				Agente funerário	Srta. Maria Cecília Cunha	(Decimal('-60.916681'), Decimal('57.511328'))	aragaoisis@hotmail.com
"Březanova 730
358 31 Mirovice"		anovotny	1958	"Pankrácké Nám. 291
626 30 Dolní Kounice"	2018-11-01		Health service manager	Gabriela Kolářová	(Decimal('-35.559566'), Decimal('98.749285'))	krejcileos@gmail.com
	F	dtakahashi	1526	熊本県西多摩郡日の出町前弥六41丁目7番8号 浅草橋シャルム465	2014-02-02		ウェディングプランナー	鈴木 結衣	(Decimal('45.475442'), Decimal('-149.396332'))	watanabeshohei@yahoo.com
	F	ryosukemaeda	2145	新潟県横浜市緑区藤金30丁目23番13号				長谷川 さゆり	(Decimal('-8.0001025'), Decimal('-37.546124'))	osamu92@yahoo.com
		mortatiarturo	2186		1967-01-27			Sonia Scarponi	(Decimal('75.697957'), Decimal('-75.941302'))	deperofilippo@libero.it
"Slavko-Sölzer-Straße 3/8
54377 Ravensburg"		egon82	887	"Tintzmannring 8/6
78097 Vohenstrauß"	1928-05-13			Sylke Lorch-Dowerg	(Decimal('22.202668'), Decimal('148.116015'))	eduard67@web.de
	M	hsuzuki	360	長崎県山武郡芝山町西浅草2丁目16番13号 シティ三ノ輪105				岡本 康弘	(Decimal('3.453305'), Decimal('79.517327'))	minoruwatanabe@gmail.com
"633 Mark Meadows Apt. 460
New Matthewberg, VT 85739"	F	paul93	415	"538 Donald Roads Apt. 567
Harrisonmouth, IL 26293"			Plant breeder/geneticist	Mary Smith	(Decimal('-34.005809'), Decimal('-94.464221'))	rachelpeters@gmail.com
	M	yasuhiro64	1539	大阪府印西市高田馬場24丁目22番13号 北上野ハイツ976	2018-04-11		経営者	石井 修平	(Decimal('-25.8283415'), Decimal('-83.764477'))	hiroshiyamaguchi@hotmail.com
"Keudelring 572
80672 Cuxhaven"		gfreudenberger	1023	"Jonathan-Hellwig-Platz 8
54768 Kassel"		indian		Constance Gieß	(Decimal('79.825929'), Decimal('8.969126'))	beritanders@gmail.com
		kolarovaalena	460		1998-08-31			Filip Svoboda	(Decimal('35.2629685'), Decimal('-60.671299'))	stepanekjan@volny.cz
		haruka55	2141	岐阜県西東京市南郷屋21丁目25番1号 湯本塩原ハイツ987	2009-10-31	indian	ゲームクリエイター	中川 零	(Decimal('-16.5007725'), Decimal('54.228711'))	xtanaka@gmail.com
"Setor da Conceição, 62
Serra
18317-653 da Costa / DF"	M	sviana	226	"Vereda de Monteiro, 681
Aparecida
12608-813 Novaes do Norte / AM"				Pedro Miguel Rodrigues	(Decimal('23.3667965'), Decimal('173.303492'))	yalmeida@ig.com.br
	F	edelbertladeck	1205	"Schlosserstr. 7/7
02527 Kronach"	1982-06-06		Chemikant	Marie-Theres Lindner-Bähr	(Decimal('50.924650'), Decimal('74.460969'))	tmohaupt@gmail.com
"0194 Mccall Branch Apt. 585
Jeffreystad, CO 94804"	F	jessicaweaver	760	"338 Gavin Springs
Glassburgh, AZ 30338"				Amanda Garrett	(Decimal('-51.421739'), Decimal('-118.331772'))	ppacheco@hotmail.com
"Rotonda Mastroianni, 70
13897, Occhieppo Inferiore (BI)"		emma76	494	"Viale Cecilia, 87 Piano 6
53049, Torrita Di Siena (SI)"				Giorgio Solimena	(Decimal('-62.3274255'), Decimal('20.871629'))	andreottigustavo@gmail.com
	M	klausbeyer	203	"Gorlitzallee 8
90695 Sankt Goarshausen"	1958-04-07		Krankenschwester	Prof. Marijan Bärer	(Decimal('62.0849315'), Decimal('112.989443'))	sofia76@web.de
"Rotonda Beppe, 798 Piano 6
93018, Santa Caterina Villarmosa (CL)"	M	dcatenazzi	668	"Incrocio Pina, 831
81100, Casertavecchia (CE)"		indian		Claudio Camuccini	(Decimal('52.091206'), Decimal('-117.955433'))	gabriella09@tin.it
		loriwalker	903	"0337 Ashley Ranch Apt. 945
New Jessicamouth, KS 40978"	1974-07-15			Benjamin Jackson	(Decimal('-1.154662'), Decimal('3.004642'))	hpatterson@gmail.com
"1088 Smith Trace Apt. 602
Raychester, PA 94668"		wellsstephanie	1552	"0314 Benitez Walks Apt. 088
Jenniferville, KS 34656"	2019-11-03			Adam Lee	(Decimal('-55.7842415'), Decimal('-149.718381'))	srivera@hotmail.com
高知県山武市大中3丁目23番6号 クレスト三ノ輪035		momoko83	1282	福島県山武郡芝山町秋葉原6丁目13番7号 箪笥町コーポ990		black		佐藤 美加子	(Decimal('-67.432927'), Decimal('135.850078'))	takumamori@gmail.com
		kana95	1300	山梨県横浜市都筑区氏家新田18丁目5番15号 クレスト東神田666	1915-10-26			橋本 聡太郎	(Decimal('-3.013940'), Decimal('-6.542694'))	zabe@gmail.com
"Strada Beccheria, 25 Appartamento 1
10145, Torino (TO)"	F	lucia11	2437	"Rotonda Grisoni, 77
24062, Costa Volpino (BG)"				Filippa Sollima	(Decimal('75.802693'), Decimal('-17.480820'))	anita44@gmail.com
		haruka48	2294					中村 太一	(Decimal('-16.4757695'), Decimal('93.969929'))	jkobayashi@hotmail.com
"Doubická 75
471 49 Oslavany"	M	ilona86	150	"Komenského Nám. 8
446 53 Suchdol nad Lužnicí"		asian		Luděk Soukup	(Decimal('62.5763535'), Decimal('-139.426968'))	malaolga@centrum.cz
"Jardim Teixeira, 22
Teixeira Dias
08385-517 Monteiro / RS"		ninacavalcanti	535					Yasmin Pinto	(Decimal('-59.632623'), Decimal('-133.039604'))	procha@bol.com.br
		juliada-cunha	1854	"Lagoa de Gomes, 719
Canaa
78396-040 da Mata de Jesus / PR"				Sra. Clara Duarte	(Decimal('-22.5706445'), Decimal('32.791284'))	almeidalaura@ig.com.br
"089 Ferrell Lodge
Lake Codytown, NV 65311"		markboyd	443	"PSC 3534, Box 2426
APO AA 53478"		unspecified	Magazine features editor	Samantha Beck	(Decimal('-54.592663'), Decimal('-8.219247'))	rfletcher@gmail.com
		larsonnancy	2203					Caleb Allen	(Decimal('18.6849025'), Decimal('11.174267'))	robert35@hotmail.com
	M	brownjoseph	433				Chiropodist	Michael Owens	(Decimal('44.677599'), Decimal('129.658617'))	wcruz@gmail.com
		jnicolini	942	"Via Guarino, 498
42024, Castelnovo Di Sotto (RE)"	1933-03-30			Carla Salata	(Decimal('-84.2608795'), Decimal('44.345900'))	carlafogazzaro@gmail.com
		gpagliaro	1075	"Incrocio Piazzi, 99 Piano 9
00055, Palo (RM)"	1919-03-26			Graziella Binaghi	(Decimal('-15.8433345'), Decimal('14.134279'))	livioferragamo@outlook.com
	F	miturufujita	1149	福井県山武郡横芝光町高輪26丁目22番18号 太田ヶ谷パーク682	1997-08-20	asian		松田 直子	(Decimal('-15.8960245'), Decimal('177.332761'))	hiroshiishii@gmail.com
"Fredi-Koch II-Platz 2/9
88045 Ochsenfurt"	M	holzapfelcosimo	2380	"Richard-Zorbach-Allee 163
16146 Mainburg"	2019-04-08			Aribert Heinz B.Sc.	(Decimal('3.9801475'), Decimal('52.702483'))	heidemarie92@googlemail.com
		veselyeduard	778	"Kostnické Náměstí 184
657 10 Opava"	1955-12-24		Programmer, multimedia	Klára Machová	(Decimal('-65.9638465'), Decimal('34.040672'))	krejcifilip@post.cz
		ohentschel	54	"Pechelweg 9
42103 Hettstedt"	1961-11-26	black	Krankenschwester	Ariane Kruschwitz	(Decimal('48.1528395'), Decimal('81.862469'))	tpatberg@gmail.com
"USS Arroyo
FPO AP 76055"		msims	1890		1986-01-25			Michelle Hester	(Decimal('19.652707'), Decimal('-6.486134'))	robinsonjames@hotmail.com
		larataesche	690	"Amalia-Schuchhardt-Allee 75
73059 Borna"				Alf Kostolzin	(Decimal('-15.0950425'), Decimal('-26.445681'))	maren59@gmail.com
	M	omala	1965	"Kukelská 764
621 64 Verneřice"	1929-11-17			Zdeněk Štěpánek	(Decimal('-19.776565'), Decimal('104.683286'))	dpokorny@seznam.cz
"Viela de Lima, 54
Vila Da Luz
59809-625 Silveira / AP"		maria-alice72	69	"Feira de Santos, 99
Nova Esperança
24216-173 Moraes de Goiás / PI"				Bianca da Luz	(Decimal('-42.1790075'), Decimal('-120.203850'))	ana-julia31@ig.com.br
	F	ludmila40	2133	"Za Stadionem 961
555 82 Morkovice-Slížany"	1992-08-11		Brewing technologist	Kamila Nováková	(Decimal('69.389988'), Decimal('28.052717'))	rihastepan@chello.cz
"Setor de Mendes, 4
Vera Cruz
23961-711 da Rosa / PI"	F	piresmanuela	2384	"Aeroporto de Silveira, 47
Vila São Paulo
18265-350 Martins Alegre / PB"			Almirante	Camila Barbosa	(Decimal('-13.496713'), Decimal('-110.407646'))	moreiraluigi@ig.com.br
"Estação Viana, 50
Morro Dos Macacos
54027231 Almeida / PA"	M	davisales	1743			black		Paulo Fogaça	(Decimal('24.1550145'), Decimal('81.573704'))	ecarvalho@ig.com.br
		nakamuranaoto	2344	愛媛県府中市中宮祠31丁目15番7号 吾妻橋アーバン669	1937-01-05			鈴木 七夏	(Decimal('-20.592372'), Decimal('-75.685958'))	kenichi64@yahoo.com
		yschacht	1012		1952-06-15			Dipl.-Ing. Diethard Weitzel	(Decimal('39.991327'), Decimal('-38.449866'))	rosina48@gmail.com
	M	battistiromina	855					Sig. Cipriano Iannuzzi	(Decimal('12.3627225'), Decimal('16.235818'))	pierluigi87@hotmail.com
		ymonaco	1511	"Canale Panfilo, 98
09018, Sarroch (CA)"	1939-09-15	asian	Psychotherapist, child	Ernesto Zanzi	(Decimal('-80.2102805'), Decimal('-106.832788'))	jbignardi@tele2.it
		scott06	1144					Teresa Armstrong	(Decimal('-85.304779'), Decimal('159.831325'))	loridavis@hotmail.com
	F	atsushinakajima	2319	滋賀県葛飾区上吉羽39丁目1番17号 アーバン中鉢石町315			エンジニア演奏家	松本 直子	(Decimal('-85.275880'), Decimal('74.516403'))	kazuyafujita@hotmail.com
		joao-pedrocardoso	1617	"Vereda Breno Campos, 54
Vila Da Paz
71402-069 Silva / MG"		black		Raul Jesus	(Decimal('6.5204115'), Decimal('45.008503'))	maria-luizapires@ig.com.br
		malaradka	957	"Mezi Lysinami 211
152 86 Hostomice"				Alexander Bartoš	(Decimal('-84.9982605'), Decimal('3.916844'))	duskovatereza@email.cz
"77278 Johnson Turnpike Apt. 004
Shellyton, MO 08234"		edwardcosta	686	"PSC 1500, Box 2839
APO AA 68273"			Engineer, mining	Daniel Jacobson	(Decimal('18.783819'), Decimal('-111.211471'))	perryapril@gmail.com
		wjelinkova	1601	"Komenského Nám. 960
401 34 Vracov"	1914-11-22			Marcela Jelínková	(Decimal('-39.028236'), Decimal('-0.660600'))	kblazkova@chello.cz
"Loteamento de Cavalcanti, 929
Nossa Senhora De Fátima
23340-548 Aragão Verde / RS"		ojesus	1111	"Praça Maria Cecília Farias, 98
Serra
48788-738 Martins / AM"	1956-12-25	black		Ryan Rodrigues	(Decimal('-89.4041785'), Decimal('48.314333'))	melissa04@uol.com.br
愛知県鎌ケ谷市二つ室30丁目21番2号 パーク平河町242		taro77	1399	兵庫県三鷹市蟇沼34丁目11番6号 パーク太田ヶ谷708	1966-02-15		薬剤師	橋本 陽子	(Decimal('78.816722'), Decimal('-22.863913'))	vabe@hotmail.com
	F	klaus-peter47	167					Univ.Prof. Friedhilde Ullrich MBA.	(Decimal('18.2292455'), Decimal('6.785817'))	dorina09@gmail.com
		paulina21	1085	"Rotonda Martucci, 1
82021, Apice Nuovo (BN)"			General practice doctor	Edoardo Tron	(Decimal('-81.430239'), Decimal('84.180905'))	ymalipiero@outlook.com
	F	dvorakovaaneta	299	"Nad Návsí 59
201 41 Košťany"			Graphic designer	Julie Urbanová	(Decimal('82.827284'), Decimal('-153.837619'))	veselytomas@volny.cz
"Colônia de Nascimento, 86
Xangri-Lá
07037-973 Vieira / MG"		hcastro	1170	"Residencial de Ramos, 16
Vila Independencia 2ª Seção
09703526 Silveira / SP"			Engenheiro de transportes	Eloah da Rocha	(Decimal('4.1460615'), Decimal('-132.428413'))	carvalhonicolas@ig.com.br
	F	choibrittany	1077	"5189 Joseph Wells Apt. 993
Port Victorialand, AR 90734"	1913-05-10			Joanne Nelson	(Decimal('3.425201'), Decimal('-123.348904'))	amycarter@gmail.com
	M	yamashitaharuka	1023		1972-05-14	unspecified	ゲームクリエイター	山崎 裕樹	(Decimal('-79.964657'), Decimal('-152.801015'))	kyosuke26@yahoo.com
		ottoagatha	462	"Ali-Ziegert-Straße 93
10469 Ludwigsburg"	2012-05-04			Ing. Gretl Eckbauer MBA.	(Decimal('20.6964245'), Decimal('31.305258'))	fliegnerhans-herbert@hotmail.de
		zlynch	1562	"430 Jones Spring Suite 377
Weavermouth, VT 72284"	1930-03-17	white		Jared Thompson	(Decimal('2.0839625'), Decimal('138.307889'))	jware@yahoo.com
		zsoukup	51	"V Humenci 26
506 27 Potštát"		unspecified	Armed forces operational officer	Milena Králová	(Decimal('-43.2947535'), Decimal('151.202908'))	kvlckova@email.cz
"Via Mariano, 78
24024, Gandino (BG)"		berreantonina	1184	"Incrocio Santoro, 350 Appartamento 6
80070, Cappella (NA)"	1958-08-27	black		Domenico Totino	(Decimal('-84.462564'), Decimal('-39.400134'))	linamazzocchi@virgilio.it
	F	msaeuberlich	898	"Bianka-Sorgatz-Straße 150
35457 Osterode am Harz"	1948-03-27		Asphaltbauer	Alice Christoph B.Eng.	(Decimal('-84.466216'), Decimal('-156.788944'))	wulfstavros@gmx.de
	F	viridianafinzi	1141	"Canale Maderno, 325 Appartamento 55
66023, Francavilla Al Mare Rione Foro (CH)"				Serena Guinizzelli-Forza	(Decimal('-64.741652'), Decimal('-131.100182'))	oresteraimondi@gmail.com
	F	terry44	956	"04571 Bryan Wall
Angelbury, ID 30113"			Research scientist (physical sciences)	Catherine Riggs	(Decimal('-7.553462'), Decimal('162.493116'))	lrivera@gmail.com
